#
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2020-12-10T05:56:13 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ5fd1ae19b206	
#INFO	-out.max=unlimited	
#INFO	queryParameters=23	
#-oc.form=sexa
#-out.max=unlimited
#-out.add=_RAJ,_DEJ
#-nav=cat:J/A+A/632/A77&tab:{J/A+A/632/A77/3hsp-v9}&key:source=J/A+A/632/A77/3hsp-v9&HTTPPRM:&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/632/A77/3hsp-v9
#-order=I
#-out=Name
#-out=RAJ2000
#-out=DEJ2000
#-out=sflag
#-out=BZCat
#-out=lognu
#-out=lognufnu
#-out=f_lognu
#-out=z
#-out=f_z
#-out=Gamma
#-out=FOM
#-out=WHSP
#

#RESOURCE=yCat_36320077
#Name: J/A+A/632/A77
#Title: 3HSP blazars catalog (Chang+, 2019)
#Table	J_A_A_632_A77_3hsp-v9:
#Name: J/A+A/632/A77/3hsp-v9
#Title: The 3HSP catalog (table 1)
#Column	_RAJ2000	(A13)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(A13)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Name	(A20)	Designation (3HSPJHHMMSS.s+DDMMSS)	[ucd=meta.id;phys.atmol.configuration]
#Column	RAJ2000	(F9.5)	Right ascension (J2000)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F9.5)	Declination (J2000)	[ucd=pos.eq.dec;meta.main]
#Column	sflag	(I1)	[0/4] Source Flag (1)	[ucd=meta.code]
#Column	BZCat	(A14)	BZCat counterpart (5BZ[BGU]JHHMMSS.s+DDMMSS)	[ucd=meta.id.cross]
#Column	lognu	(F4.1)	Log Synchrotron peak frequency	[ucd=em.freq;stat.max]
#Column	lognufnu	(F5.1)	Log Synchrotron peak flux (erg/cm^2^/s)	[ucd=phot.flux.density;em.gamma.hard]
#Column	f_lognu	(I1)	[1/3] Synchrotron peak estimation flag (G1)	[ucd=meta.code]
#Column	z	(F7.4)	? Redshift	[ucd=src.redshift]
#Column	f_z	(I1)	[0/5]? Redshift flag (G1) [NULL integer written as an empty string]	[ucd=meta.code]
#Column	Gamma	(A18)	Fermi gamma-ray counterpart	[ucd=meta.id.cross]
#Column	FOM	(F5.2)	Figure of Merit (G2)	[ucd=meta.code.qual]
#Column	WHSP	(A21)	2WHSP counterpart (2WHSPJHHMMSS.s+DDMMSS)	[ucd=meta.id.cross]
_RAJ2000|_DEJ2000|Name|RAJ2000|DEJ2000|sflag|BZCat|lognu|lognufnu|f_lognu|z|f_z|Gamma|FOM|WHSP
20 31 17.6112|+00 27 45.108|3HSPJ203117.6+002745|307.82338|+00.46253|1|              |16.5|-12.7|2| 0.4800|5|                  | 0.08|
20 31 56.0904|-34 58 50.700|3HSPJ203156.1-345850|307.98371|-34.98075|1|              |16.4|-12.4|1| 0.1240|1|                  | 0.16|2WHSPJ203155.9-345850
20 34 51.0792|-42 00 38.196|3HSPJ203451.1-420038|308.71283|-42.01061|0|              |15.7|-11.6|1| 0.2900|5|4FGL J2034.8-4200 | 1.00|2WHSPJ203450.9-420038
20 35 08.6400|-47 17 08.304|3HSPJ203508.6-471708|308.78600|-47.28564|0|              |15.2|-12.2|1|       | |                  | 0.25|2WHSPJ203508.5-471708
20 36 49.4904|-33 28 30.504|3HSPJ203649.5-332830|309.20621|-33.47514|0|              |16.4|-11.8|1| 0.2300|1|4FGL J2036.9-3329 | 0.63|2WHSPJ203649.3-332830
20 38 44.9088|-26 36 32.292|3HSPJ203844.1-263632|309.68712|-26.60897|0|5BZBJ2038-2636|16.2|-12.3|1| 0.4400|1|                  | 0.20|2WHSPJ203844.8-263632
20 38 56.7000|-18 59 16.008|3HSPJ203856.1-185916|309.73625|-18.98778|0|              |16.4|-12.6|1| 0.6300|5|                  | 0.10|2WHSPJ203856.7-185916
20 39 23.5104|+52 19 50.088|3HSPJ203923.5+521950|309.84796|+52.33058|0|5BZBJ2039+5219|16.9|-11.6|1| 0.0530|1|4FGL J2039.5+5218 | 1.00|
20 39 41.1312|-42 20 52.188|3HSPJ203941.1-422052|309.92138|-42.34783|0|              |16.2|-12.4|1| 0.4000|5|                  | 0.16|2WHSPJ203941.0-422052
20 40 06.6192|-46 20 17.988|3HSPJ204006.6-462018|310.02758|-46.33833|0|              |16.4|-11.8|1| 0.3100|5|4FGL J2040.1-4621 | 0.63|2WHSPJ204006.5-462017
20 40 08.2704|-71 14 59.892|3HSPJ204008.3-711459|310.03446|-71.24997|0|              |17.8|-11.2|1| 0.1610|1|4FGL J2040.2-7115 | 2.51|2WHSPJ204008.2-711458
20 41 50.2296|-37 33 39.816|3HSPJ204150.2-373339|310.45929|-37.56106|0|              |17.3|-11.5|1| 0.0980|1|4FGL J2041.9-3735 | 1.26|2WHSPJ204150.2-373338
20 42 01.9200|-73 19 13.512|3HSPJ204201.9-731913|310.50800|-73.32042|0|              |15.9|-11.8|1| 0.3100|5|4FGL J2041.8-7319 | 0.63|2WHSPJ204201.9-731913
20 42 06.0408|+24 26 52.296|3HSPJ204206.0+242652|310.52517|+24.44786|0|5BZGJ2042+2426|17.2|-11.4|1| 0.1040|1|4FGL J2042.1+2427 | 1.58|2WHSPJ204205.9+242652
20 46 00.5400|-34 30 17.892|3HSPJ204600.5-343017|311.50225|-34.50497|0|              |17.4|-12.3|1| 0.4250|1|                  | 0.20|2WHSPJ204600.4-343016
20 47 35.0592|+79 37 59.988|3HSPJ204735.1+793800|311.89608|+79.63333|1|              |15.1|-12.8|1|       | |                  | 0.06|2WHSPJ204734.9+793759
20 47 35.9088|-29 08 58.992|3HSPJ204735.1-290859|311.89962|-29.14972|0|5BZBJ2047-2908|17.0|-12.1|3| 0.3330|1|                  | 0.32|2WHSPJ204735.8-290858
20 49 21.7392|-00 39 26.388|3HSPJ204921.7-003926|312.34058|-00.65733|0|5BZGJ2049-0039|16.6|-12.1|1| 0.2500|1|                  | 0.32|2WHSPJ204921.7-003925
20 52 42.5400|+08 10 40.296|3HSPJ205242.5+081040|313.17725|+08.17786|0|5BZBJ2052+0810|17.0|-12.0|2| 0.5300|5|4FGL J2052.5+0810 | 0.40|2WHSPJ205242.4+081040
20 53 50.7192|+29 23 14.496|3HSPJ205350.7+292314|313.46133|+29.38736|0|              |16.3|-11.3|1| 0.2300|5|4FGL J2053.8+2922 | 2.00|
20 54 56.8488|+00 15 37.908|3HSPJ205456.8+001537|313.73687|+00.26053|0|5BZGJ2054+0015|16.1|-12.0|1| 0.1510|1|4FGL J2054.8+0015 | 0.40|2WHSPJ205456.8+001537
20 55 28.2192|-00 21 16.992|3HSPJ205528.2-002117|313.86758|-00.35472|0|5BZBJ2055-0021|18.0|-10.9|3| 0.4400|1|4FGL J2055.4-0020 | 5.01|2WHSPJ205528.2-002116
20 56 37.0992|+22 18 45.792|3HSPJ205637.1+221845|314.15458|+22.31272|3|              |16.0|-12.3|1| 0.2300|5|                  | 0.20|2WHSPJ205637.0+221845
20 56 42.6888|+49 40 05.484|3HSPJ205642.7+494005|314.17787|+49.66819|0|              |17.6|-11.0|1| 0.1000|5|4FGL J2056.7+4939 | 3.98|
20 58 46.7400|-14 43 04.908|3HSPJ205846.7-144304|314.69475|-14.71803|3|              |16.0|-12.2|1| 0.0780|1|4FGL J2058.8-1442 | 0.25|2WHSPJ205846.6-144304
20 59 38.5608|-00 37 55.884|3HSPJ205938.6-003755|314.91067|-00.63219|0|5BZGJ2059-0037|16.0|-12.4|1| 0.3350|1|                  | 0.16|2WHSPJ205938.5-003754
21 00 50.6304|-43 05 32.100|3HSPJ210050.6-430532|315.21096|-43.09225|0|              |16.5|-12.5|1| 0.3100|5|                  | 0.13|2WHSPJ210050.5-430531
21 01 23.0592|-45 49 49.404|3HSPJ210123.1-454949|315.34608|-45.83039|2|              |16.0|-11.4|1|       | |                  | 1.58|2WHSPJ210122.9-454949
21 01 23.8608|+09 13 24.816|3HSPJ210123.9+091324|315.34942|+09.22356|0|              |15.9|-11.8|1| 0.2900|5|4FGL J2101.3+0912 | 0.63|2WHSPJ210123.8+091323
21 03 38.3808|-62 32 25.800|3HSPJ210338.4-623225|315.90992|-62.54050|0|              |15.0|-11.3|1|       | |4FGL J2103.8-6233 | 2.00|2WHSPJ210338.2-623225
21 04 15.9192|+21 18 08.208|3HSPJ210415.9+211808|316.06633|+21.30228|0|              |15.9|-12.0|1| 0.3600|5|4FGL J2104.4+2116 | 0.40|2WHSPJ210415.9+211807
21 04 21.9312|-02 12 38.916|3HSPJ210421.9-021238|316.09138|-02.21081|0|              |15.5|-11.7|1| 0.4500|3|4FGL J2104.3-0212 | 0.79|2WHSPJ210421.8-021238
21 04 51.0504|+05 03 20.304|3HSPJ210451.1+050320|316.21271|+05.05564|4|              |15.7|-11.8|1|       | |                  | 0.63|2WHSPJ210450.9+050320
21 07 21.1704|-14 54 18.396|3HSPJ210721.2-145418|316.83821|-14.90511|2|              |17.2|-12.1|1| 0.3000|4|                  | 0.32|2WHSPJ210721.1-145417
21 08 44.7288|-02 50 34.008|3HSPJ210844.7-025034|317.18637|-02.84278|0|5BZBJ2108-0250|15.8|-11.8|1| 0.1500|1|4FGL J2108.7-0250 | 0.63|2WHSPJ210844.6-025034
21 09 36.1392|+39 55 13.512|3HSPJ210936.1+395513|317.40058|+39.92042|0|              |16.3|-11.9|1|       | |4FGL J2109.6+3954 | 0.50|
21 10 11.1792|-86 18 47.592|3HSPJ211011.2-861847|317.54658|-86.31322|0|              |15.5|-12.0|1| 0.3100|5|4FGL J2109.8-8618 | 0.40|2WHSPJ211011.1-861847
21 12 07.4688|-14 44 12.300|3HSPJ211207.5-144412|318.03112|-14.73675|1|              |16.6|-12.1|1| 0.2800|5|                  | 0.32|2WHSPJ211207.3-144412
21 12 43.0008|+08 18 35.208|3HSPJ211243.0+081835|318.17917|+08.30978|0|              |15.9|-11.9|1| 0.2700|5|4FGL J2112.7+0819 | 0.50|2WHSPJ211243.0+081834
21 13 49.6008|+08 25 01.812|3HSPJ211349.1+082501|318.45667|+08.41717|1|              |15.1|-12.2|1| 0.2300|5|                  | 0.25|2WHSPJ211349.6+082500
21 13 53.7096|+13 30 17.496|3HSPJ211353.1+133017|318.47379|+13.50486|3|              |17.7|-12.0|1| 0.3070|2|                  | 0.40|2WHSPJ211353.6+133016
21 13 55.6296|-01 55 40.512|3HSPJ211355.6-015540|318.48179|-01.92792|0|              |15.4|-12.2|1| 0.4200|5|                  | 0.25|2WHSPJ211355.6-015540
21 15 01.4088|-00 56 41.604|3HSPJ211501.0-005641|318.75587|-00.94489|0|              |15.9|-12.5|1| 0.2260|1|                  | 0.13|2WHSPJ211501.3-005640
21 15 22.0008|+12 18 02.592|3HSPJ211522.0+121802|318.84167|+12.30072|0|              |15.4|-11.9|1| 0.2800|5|4FGL J2115.2+1218 | 0.50|
21 15 44.0688|-01 25 45.408|3HSPJ211544.1-012545|318.93362|-01.42928|0|              |16.6|-12.1|1| 0.3300|5|                  | 0.32|2WHSPJ211543.9-012545
21 16 05.0208|+25 12 00.108|3HSPJ211605.0+251200|319.02092|+25.20003|0|              |15.7|-12.5|1|       | |                  | 0.13|2WHSPJ211604.9+251159
21 16 14.5296|+33 39 20.484|3HSPJ211614.5+333920|319.06054|+33.65569|0|5BZBJ2116+3339|15.0|-11.4|1| 0.1200|5|4FGL J2116.2+3339 | 1.58|
21 17 54.9096|-32 43 28.200|3HSPJ211754.1-324328|319.47879|-32.72450|0|              |15.7|-12.2|1| 0.2150|1|4FGL J2117.8-3243 | 0.25|2WHSPJ211754.8-324327
21 21 25.4808|-83 19 14.700|3HSPJ212125.5-831914|320.35617|-83.32075|1|              |16.0|-12.4|1| 0.6200|5|                  | 0.16|2WHSPJ212125.3-831914
21 22 33.7608|+19 25 27.012|3HSPJ212233.8+192527|320.64067|+19.42417|1|              |15.7|-12.4|1|       | |                  | 0.16|2WHSPJ212233.7+192527
21 23 07.2504|-10 36 48.888|3HSPJ212307.3-103648|320.78021|-10.61358|2|5BZBJ2123-1036|16.6|-12.1|1| 0.0230|2|                  | 0.32|
21 27 43.0296|+36 13 05.700|3HSPJ212743.0+361305|321.92929|+36.21825|0|5BZBJ2127+3613|15.3|-11.5|1| 0.8760|3|4FGL J2127.7+3612 | 1.26|2WHSPJ212743.0+361305
21 28 39.9600|-19 41 52.800|3HSPJ212840.0-194152|322.16650|-19.69800|3|              |16.9|-12.3|1| 0.2400|5|                  | 0.20|2WHSPJ212839.9-194152
21 29 40.6608|+00 35 27.600|3HSPJ212940.7+003527|322.41942|+00.59100|0|5BZUJ2129+0035|16.0|-12.5|2| 0.4260|1|                  | 0.13|2WHSPJ212940.6+003526
21 30 04.7688|-56 32 22.092|3HSPJ213004.8-563222|322.51987|-56.53947|1|              |15.3|-12.5|1|       | |                  | 0.13|2WHSPJ213004.6-563221
21 31 03.2400|-27 46 57.900|3HSPJ213103.2-274657|322.76350|-27.78275|0|5BZBJ2131-2746|16.2|-11.5|1| 0.3800|3|4FGL J2131.0-2746 | 1.26|2WHSPJ213103.1-274656
21 31 35.4096|-09 15 23.508|3HSPJ213135.0-091523|322.89754|-09.25653|0|5BZBJ2131-0915|16.3|-11.5|1| 0.4490|1|4FGL J2131.5-0916 | 1.26|2WHSPJ213135.3-091523
21 31 51.5400|-25 15 58.500|3HSPJ213151.5-251558|322.96475|-25.26625|0|5BZBJ2131-2515|16.9|-11.5|1| 0.8600|3|4FGL J2131.7-2515 | 1.26|2WHSPJ213151.4-251557
21 33 06.3000|-28 15 36.612|3HSPJ213306.0-281536|323.27625|-28.26017|2|              |15.1|-12.1|1|       | |                  | 0.32|2WHSPJ213306.3-281536
21 33 14.3592|+25 28 59.016|3HSPJ213314.4+252859|323.30983|+25.48306|0|5BZGJ2133+2528|15.2|-12.1|1| 0.2940|1|4FGL J2133.1+2529 | 0.32|
21 33 49.2000|+66 47 04.308|3HSPJ213349.2+664704|323.45500|+66.78453|0|              |15.4|-11.9|1|       | |4FGL J2133.9+6646 | 0.50|
21 34 48.2208|-16 42 05.616|3HSPJ213448.2-164205|323.70092|-16.70156|4|              |16.3|-12.6|1| 0.8000|5|                  | 0.10|2WHSPJ213448.1-164205
21 35 10.9104|+22 43 07.788|3HSPJ213510.9+224307|323.79546|+22.71883|1|              |16.7|-12.6|1| 0.4500|5|                  | 0.10|2WHSPJ213510.9+224306
21 38 18.3504|-35 22 04.908|3HSPJ213818.4-352204|324.57646|-35.36803|1|              |15.5|-12.5|1|       | |                  | 0.13|2WHSPJ213818.3-352204
21 38 21.1296|+35 58 23.592|3HSPJ213821.1+355823|324.58804|+35.97322|0|              |16.3|-11.9|1| 0.2500|5|4FGL J2138.3+3556 | 0.50|
21 38 52.7496|-20 53 47.796|3HSPJ213852.7-205347|324.71979|-20.89661|0|5BZBJ2138-2053|17.0|-11.7|1| 0.2900|1|4FGL J2138.8-2055 | 0.79|2WHSPJ213852.6-205347
21 41 30.8904|+21 15 26.712|3HSPJ214130.9+211526|325.37871|+21.25742|1|              |16.2|-12.3|1| 0.2200|5|                  | 0.20|2WHSPJ214130.7+211525
21 42 26.4888|+36 59 49.704|3HSPJ214226.5+365949|325.61037|+36.99714|0|              |16.8|-11.5|1| 0.2400|5|4FGL J2142.4+3659 | 1.26|2WHSPJ214226.4+365948
21 42 39.7800|-20 28 19.092|3HSPJ214239.8-202819|325.66575|-20.47197|0|              |16.4|-12.6|1| 0.5300|5|4FGL J2142.5-2029 | 0.10|
21 42 47.6208|+19 58 10.884|3HSPJ214247.6+195810|325.69842|+19.96969|0|              |16.2|-11.9|1| 0.3800|5|4FGL J2142.8+1958 | 0.50|
21 42 55.6296|-39 13 12.900|3HSPJ214255.6-391312|325.73179|-39.22025|1|              |15.4|-12.6|1|       | |                  | 0.10|2WHSPJ214255.6-391311
21 44 10.0200|-19 55 59.988|3HSPJ214410.0-195600|326.04175|-19.93333|3|              |18.0|-12.4|1| 0.4500|5|                  | 0.16|2WHSPJ214410.0-195559
21 44 29.5704|-56 38 48.984|3HSPJ214429.6-563849|326.12321|-56.64694|0|              |16.8|-12.5|1| 0.4800|5|3FGL J2144.6-5640 | 0.13|
21 44 42.0912|-18 18 00.396|3HSPJ214442.1-181800|326.17538|-18.30011|1|              |16.7|-12.2|1| 0.2300|5|                  | 0.25|2WHSPJ214442.0-181800
21 44 53.3592|-18 57 25.488|3HSPJ214453.4-185725|326.22233|-18.95708|2|              |15.8|-12.7|1| 0.3800|5|                  | 0.08|2WHSPJ214453.2-185724
21 45 30.1896|+10 06 05.508|3HSPJ214530.2+100605|326.37579|+10.10153|0|              |16.0|-12.1|1| 0.3700|4|4FGL J2145.5+1006 | 0.32|
21 45 33.3792|-04 34 39.108|3HSPJ214533.4-043439|326.38908|-04.57753|0|5BZGJ2145-0434|16.6|-12.0|1| 0.0700|1|J214533.3-043438  | 0.40|2WHSPJ214533.3-043438
21 45 52.2912|+07 19 27.300|3HSPJ214552.3+071927|326.46788|+07.32425|0|5BZBJ2145+0719|17.5|-11.7|1| 0.2370|1|4FGL J2145.7+0718 | 0.79|2WHSPJ214552.1+071927
21 46 09.6000|+85 01 48.216|3HSPJ214609.1+850148|326.54000|+85.03006|0|              |15.7|-11.9|1| 0.2800|5|                  | 0.50|2WHSPJ214609.6+850148
21 46 25.7088|-47 48 37.692|3HSPJ214625.1-474837|326.60712|-47.81047|0|5BZBJ2146-4748|17.1|-12.1|1| 0.4610|1|                  | 0.32|2WHSPJ214625.6-474837
21 46 36.9504|-13 44 00.384|3HSPJ214637.0-134400|326.65396|-13.73344|0|5BZBJ2146-1344|15.7|-11.6|1| 0.4200|3|4FGL J2146.5-1344 | 1.00|2WHSPJ214636.9-134359
21 49 24.0096|-56 31 12.288|3HSPJ214924.0-563112|327.35004|-56.52008|1|              |16.1|-12.5|1| 0.2700|5|                  | 0.13|2WHSPJ214924.0-563112
21 50 06.3504|-04 41 30.588|3HSPJ215006.4-044130|327.52646|-04.69183|0|              |16.6|-12.5|1| 0.5300|5|                  | 0.13|2WHSPJ215006.3-044130
21 50 06.8208|-24 57 23.184|3HSPJ215006.8-245723|327.52842|-24.95644|0|              |15.0|-12.3|1|       | |                  | 0.20|2WHSPJ215006.7-245723
21 50 15.5112|-14 10 49.908|3HSPJ215015.5-141049|327.56463|-14.18053|0|5BZGJ2150-1410|17.8|-11.3|1| 0.2200|1|4FGL J2150.1-1410 | 2.00|2WHSPJ215015.4-141049
21 50 51.7104|+11 19 16.716|3HSPJ215051.7+111916|327.71546|+11.32131|0|5BZBJ2150+1119|16.1|-12.2|1| 0.4950|1|4FGL J2150.8+1118 | 0.25|
21 51 23.2200|+41 56 33.900|3HSPJ215123.2+415633|327.84675|+41.94275|0|              |15.7|-11.7|1| 0.1000|5|4FGL J2151.4+4156 | 0.79|
21 52 14.1096|-12 05 41.208|3HSPJ215214.0-120541|328.05879|-12.09478|0|5BZBJ2152-1205|16.3|-12.0|1| 0.1210|1|4FGL J2152.0-1205 | 0.40|2WHSPJ215214.0-120540
21 52 58.3896|+17 24 59.508|3HSPJ215258.4+172459|328.24329|+17.41653|2|              |15.3|-12.6|1| 0.2830|2|                  | 0.10|2WHSPJ215258.3+172459
21 53 05.3208|-00 42 30.384|3HSPJ215305.3-004230|328.27217|-00.70844|0|5BZBJ2153-0042|18.0|-11.4|3| 0.3410|1|4FGL J2153.1-0041 | 1.58|2WHSPJ215305.2-004229
21 53 55.8096|-29 54 44.892|3HSPJ215355.1-295444|328.48254|-29.91247|0|              |17.5|-12.3|1| 0.6800|4|                  | 0.20|2WHSPJ215355.8-295443
21 54 12.7992|+00 04 23.304|3HSPJ215412.8+000423|328.55333|+00.07314|2|              |16.3|-13.4|1| 0.2170|1|                  | 0.02|
21 55 11.6496|-25 37 54.984|3HSPJ215511.6-253755|328.79854|-25.63194|0|              |16.0|-12.3|2| 0.4600|5|                  | 0.20|2WHSPJ215511.5-253754
21 56 01.6392|+18 18 37.188|3HSPJ215601.6+181837|329.00683|+18.31033|0|              |15.7|-11.7|1| 0.3600|3|4FGL J2156.0+1818 | 0.79|2WHSPJ215601.6+181837
21 58 52.0488|-30 13 32.016|3HSPJ215852.0-301332|329.71687|-30.22556|0|5BZBJ2158-3013|15.4| -9.9|1| 0.1170|1|4FGL J2158.8-3013 |50.12|2WHSPJ215852.0-301332
21 59 10.9200|-28 41 16.404|3HSPJ215910.9-284116|329.79550|-28.68789|0|5BZUJ2159-2841|15.5|-12.3|1| 0.2710|1|4FGL J2159.1-2840 | 0.20|
21 59 36.1392|-46 19 53.904|3HSPJ215936.1-461953|329.90058|-46.33164|0|              |15.9|-12.2|1| 0.4000|5|4FGL J2159.6-4620 | 0.25|
22 00 31.3104|+00 35 41.892|3HSPJ220031.3+003541|330.13046|+00.59497|1|              |16.9|-12.5|1| 0.0980|1|                  | 0.13|2WHSPJ220031.3+003540
22 01 07.3296|-59 06 40.608|3HSPJ220107.3-590640|330.28054|-59.11128|1|              |16.3|-11.8|1| 0.2100|5|J220107.3-590639  | 0.63|2WHSPJ220107.3-590639
22 01 23.8200|+29 49 34.608|3HSPJ220123.8+294934|330.34925|+29.82628|0|              |15.6|-12.4|1| 0.2400|5|FL8Y J2201.6+2953 | 0.16|2WHSPJ220123.8+294933
22 01 46.9392|-14 54 39.708|3HSPJ220146.9-145439|330.44558|-14.91103|1|              |15.7|-12.4|1| 0.3800|5|                  | 0.16|2WHSPJ220146.9-145438
22 01 55.8312|-17 07 00.300|3HSPJ220155.8-170700|330.48263|-17.11675|0|5BZBJ2201-1707|17.7|-12.0|1| 0.1690|1|J220155.8-170700  | 0.40|2WHSPJ220155.8-170700
22 02 14.8896|+10 41 30.012|3HSPJ220214.9+104130|330.56204|+10.69167|1|              |16.3|-12.4|1| 0.3620|1|                  | 0.16|
22 04 51.3096|-18 15 36.396|3HSPJ220451.0-181536|331.21379|-18.26011|0|              |16.7|-11.9|1| 0.2600|5|                  | 0.50|2WHSPJ220451.3-181536
22 07 04.1112|+22 22 31.512|3HSPJ220704.1+222231|331.76713|+22.37542|0|              |16.0|-12.4|1| 0.5580|1|4FGL J2207.1+2222 | 0.16|
22 09 41.6904|-04 51 10.296|3HSPJ220941.7-045110|332.42371|-04.85286|0|              |15.6|-12.0|1| 0.2550|5|4FGL J2209.7-0451 | 0.40|2WHSPJ220941.5-045110
22 10 29.6808|+36 21 59.796|3HSPJ221029.7+362159|332.62367|+36.36661|0|              |16.9|-12.0|1| 0.3700|5|J221029.5+362159  | 0.40|2WHSPJ221029.5+362159
22 10 58.5408|+32 03 41.112|3HSPJ221058.5+320341|332.74392|+32.06142|0|              |16.6|-12.2|1| 0.3200|5|4FGL J2210.8+3203 | 0.25|
22 11 08.3304|-00 03 02.304|3HSPJ221108.3-000302|332.78471|-00.05064|0|5BZBJ2211-0003|16.3|-12.0|1| 0.3620|1|4FGL J2211.0-0003 | 0.40|2WHSPJ221108.2-000302
22 11 09.8688|-00 23 27.492|3HSPJ221109.9-002327|332.79112|-00.39097|3|5BZGJ2211-0023|15.6|-12.6|1| 0.4480|1|                  | 0.10|2WHSPJ221109.7-002326
22 13 30.3504|-47 54 25.200|3HSPJ221330.4-475425|333.37646|-47.90700|0|              |15.0|-12.1|1|       | |4FGL J2213.5-4754 | 0.32|
22 14 05.0496|+39 38 57.696|3HSPJ221405.0+393857|333.52104|+39.64936|4|              |16.2|-12.1|1|       | |                  | 0.32|2WHSPJ221404.9+393857
22 16 59.5488|-67 28 00.192|3HSPJ221659.5-672800|334.24812|-67.46672|1|              |16.0|-12.7|1| 0.2700|5|FL8Y J2216.9-6725 | 0.08|
22 17 28.4496|-31 06 20.412|3HSPJ221728.4-310620|334.36854|-31.10567|0|5BZBJ2217-3106|17.0|-11.9|1| 0.4600|1|                  | 0.50|2WHSPJ221728.3-310620
22 19 19.9392|-32 30 33.300|3HSPJ221919.9-323033|334.83308|-32.50925|1|              |15.0|-12.1|2| 0.2700|5|                  | 0.32|2WHSPJ221919.9-323033
22 20 28.7208|+28 13 55.704|3HSPJ222028.7+281355|335.11967|+28.23214|0|              |15.8|-12.0|1| 0.1500|5|4FGL J2220.5+2813 | 0.40|2WHSPJ222028.6+281354
22 21 29.2992|-52 25 27.588|3HSPJ222129.3-522527|335.37208|-52.42433|0|5BZBJ2221-5225|15.7|-11.2|1| 0.3400|3|4FGL J2221.5-5225 | 2.51|2WHSPJ222129.2-522527
22 22 53.8704|-17 53 21.012|3HSPJ222253.9-175321|335.72446|-17.88917|0|5BZBJ2222-1753|16.1|-12.1|1| 0.2900|1|                  | 0.32|2WHSPJ222253.8-175321
22 23 29.5704|+01 02 26.700|3HSPJ222329.6+010226|335.87321|+01.04075|0|5BZBJ2223+0102|15.1|-12.0|1| 0.5100|3|4FGL J2223.3+0102 | 0.40|
22 24 24.9696|+03 54 58.212|3HSPJ222425.0+035458|336.10404|+03.91617|1|              |15.6|-12.3|1| 0.3000|5|4FGL J2224.5+0353 | 0.20|2WHSPJ222424.9+035457
22 25 12.6504|+11 36 00.900|3HSPJ222512.7+113600|336.30271|+11.60025|0|              |15.5|-12.3|1| 0.4000|5|                  | 0.20|2WHSPJ222512.6+113559
22 26 10.9488|-84 06 22.896|3HSPJ222610.9-840622|336.54562|-84.10636|1|              |16.5|-12.2|1| 0.3000|5|                  | 0.25|2WHSPJ222610.9-840621
22 26 36.4512|+02 10 37.416|3HSPJ222636.5+021037|336.65188|+02.17706|0|              |16.3|-12.0|1| 0.3500|5|4FGL J2226.6+0210 | 0.40|2WHSPJ222636.4+021036
22 29 06.2592|-31 30 20.016|3HSPJ222906.3-313020|337.27608|-31.50556|0|              |16.7|-12.9|1| 0.6500|5|                  | 0.05|2WHSPJ222906.1-313020
22 32 45.5088|-00 40 32.412|3HSPJ223245.1-004032|338.18962|-00.67567|1|              |16.9|-12.3|1| 0.5050|1|                  | 0.20|2WHSPJ223245.4-004032
22 32 48.7992|-20 22 26.184|3HSPJ223248.8-202226|338.20333|-20.37394|0|              |17.5|-11.7|1| 0.3100|5|4FGL J2232.6-2023 | 0.79|2WHSPJ223248.7-202226
22 33 01.1112|+13 36 01.908|3HSPJ223301.1+133601|338.25463|+13.60053|0|5BZBJ2233+1336|17.0|-11.4|3| 0.2140|1|4FGL J2232.8+1334 | 1.58|2WHSPJ223301.0+133601
22 36 26.3400|+37 07 13.512|3HSPJ223626.3+370713|339.10975|+37.12042|0|              |15.7|-11.8|1| 0.2000|5|4FGL J2236.6+3706 | 0.63|2WHSPJ223626.2+370713
22 37 04.8288|+18 40 55.488|3HSPJ223704.8+184055|339.27012|+18.68208|0|              |15.1|-12.8|1| 0.5000|4|4FGL J2236.9+1839 | 0.06|
22 38 12.7296|-39 40 18.912|3HSPJ223812.7-394018|339.55304|-39.67192|0|5BZGJ2238-3940|17.2|-12.0|1| 0.2500|1|                  | 0.40|2WHSPJ223812.7-394018
22 39 28.8192|-24 39 44.208|3HSPJ223928.8-243944|339.87008|-24.66228|0|              |16.4|-12.4|1| 0.1150|1|                  | 0.16|
22 40 17.7096|-52 41 13.812|3HSPJ224017.1-524113|340.07379|-52.68717|0|              |15.0|-12.2|2| 0.2500|5|4FGL J2240.3-5241 | 0.25|
